"advertiserId","programmeName","conversionRate","approvalRate","epc","launchDate","paymentStatus","paymentRiskLevel","awinIndex","feedEnabled","productReporting","commissionMin","commissionMax","leadMin","leadMax","cookieLength","parentSectors","subSectors","primarySector","averagePaymentTime","primaryRegion","descriptionShort","logoUrl","displayUrl"
"95447","RealCozy","2.53898","100.00","1.63","2025-08-05","green","none","54.3682","yes","yes","0","0","0","0","45","Retail & Shopping","Home & Garden","Home & Garden","72","US","
","https://ui.awin.com/images/upload/merchant/profile/95447.png","https://www.realcozy.co"
"95457","YANZHEN TECH INC","2.35856","100.00","0.31","2025-08-06","green","none","53.3898","no","yes","0","0","0","0","45","Retail & Shopping","Home & Garden","Home & Garden","67","US","Welcome to our affiliate program for our high-end boutique store specializing in Japanese and German knives. As an affiliate, you will have the opportunity to promote our products and earn a commission on every sale made through your unique a","https://ui.awin.com/images/upload/merchant/profile/95457.png","https://www.shanzuchef.com"
"95479","BLUETTI EU","3.03821","91.71","0.91","2025-08-12","green","none","72.3974","no","yes","0","0","0","0","30","Retail & Shopping","Automotive|Computers|Electronic Accessories|Green (Eco friendly)|Home & Garden|Office Supplies|White Goods","Electronic Accessories","22","US","As a technology pioneer in clean energy, BLUETTI is committed to a sustainable future by providing green energy storage solutions for both indoor and outdoor use.","https://ui.awin.com/images/upload/merchant/profile/95479.png","https://www.bluettipower.eu"
"95513","Shameless Pets","","0.00","0.00","2025-07-30","green","none","0","yes","yes","0","0","0","0","45","Retail & Shopping","Home & Garden","Home & Garden","null","US","","https://ui.awin.com/images/upload/merchant/profile/95513.png","https://www.shamelesspets.com"
"95549","Elsa Babe","","0.00","0.00","2025-08-05","green","none","0","no","yes","0","0","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","null","US","Elsa Babe was established in 2017, committed to the research, development, design and production of adult toys and silicone love dolls. The development team has 20 years of experience in the production of 3D animation and game projects. We are c","https://ui.awin.com/images/upload/merchant/profile/95549.png","https://elsababe.com"
"95599","Etan Pet Supplies Inc","0.922233","81.08","0.25","2025-07-29","green","none","45.4339","yes","yes","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","50","US","1.Who we are?
REPTI ZOO is a leading company focus on the production of reptile supplies. With more than 15 years of experience in design and manufacturing products about reptiles, we always provide customers with high-quality products.


2.","https://ui.awin.com/images/upload/merchant/profile/95599.png","https://reptizoo.store"
"95619","Graydon Skincare","11.6071","100.00","0.87","2025-07-24","green","none","61.0873","no","yes","0","0","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","38","US","Our goal is to build an authentic community of partners passionate about Graydon Skincare and want to share our vision of clean beauty, self-love, and sustainability! 

In our products, you’ll find all your fav, plant-powered, vegan, results-d","https://ui.awin.com/images/upload/merchant/profile/95619.png","https://graydonskincare.ca"
"95737","Yami Lighting Co. (US)","","0.00","0.00","2025-07-30","green","none","0","no","yes","0","0","0","0","45","Retail & Shopping","Home & Garden","Home & Garden","null","US","ABOUT US
Yami- Lighting is a professional chandelier lighting manufacturer. The company mainly focuses on home lightings. We work with contractors, builders, design studios worldwide. Our major market is North and South America, Europe, Aust","https://ui.awin.com/images/upload/merchant/profile/95737.png","https://www.yami-lighting.com"
"96579","Core Products International, Inc.","2.79783","100.00","0.08","2025-07-30","green","none","53.8061","yes","yes","0","0","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","69","US","We will pay up to 20%. 

Core Products was founded in 1988 with the goal of making lives more comfortable. Since our founding, we have built a familial culture, take our work very seriously, and have a ton of fun while doing it.","https://ui.awin.com/images/upload/merchant/profile/96579.png","https://www.coreproducts.com"
"96601","Texture Plus","","0.00","0.00","2025-08-05","green","none","0","no","no","0","0","0","0","45","Retail & Shopping","Home & Garden","Home & Garden","null","US","Welcome to the Texture Plus Partner Program

The Texture Plus team is passionate about our partnerships. Our approach to affiliate marketing is very simple – we seek to create value for you and your members!

We’","https://ui.awin.com/images/upload/merchant/profile/96601.png","https://www.textureplus.com"
"96613","Pure Enrichment","2.51452","100.00","0.15","2025-07-17","green","none","53.5298","yes","yes","0","0","0","0","45","Retail & Shopping","Home & Garden","Home & Garden","69","US","





","https://ui.awin.com/images/upload/merchant/profile/96613.png","https://pureenrichment.com"
"96669","Drink HRW","4.13039","100.00","1.01","2025-07-23","green","none","55.2314","yes","yes","0","0","0","0","365","Retail & Shopping","Health & Beauty","Health & Beauty","68","US","Molecular Hydrogen has been getting tremendous buzz as of late.
And not to pat ourselves on the back (OK we are), Drink HRW has been leading the charge to provide the highest quality, most ppm conc","https://ui.awin.com/images/upload/merchant/profile/96669.png","https://drinkhrw.com"
"96753","Jibe Wellness","","0.00","0.00","2025-08-12","green","none","0","no","yes","0","0","0","0","365","Retail & Shopping","Health & Beauty","Health & Beauty","null","US","Join the Jibe Wellness CBD Affiliate Program from LUFFBrands!

Partner with a trusted source for top quality, all-natural, simple, pure and effective CBD health supplements. Our CBD is USA-grown with love in Oregon an","https://ui.awin.com/images/upload/merchant/profile/96753.png","https://www.jibewellness.com"
"96765","Wellaroma","","0.00","0.00","2025-08-05","green","none","0","no","yes","0","0","0","0","90","Retail & Shopping","Health & Beauty","Health & Beauty","null","US","Welcome to Wellaroma - one of the true joys of my life. My name is Angela Hill and I am the founder and managing partner of Wellaroma. I am a NAHA certified aromatherapist and I love sharing what I learn with others. I have been working with cli","https://ui.awin.com/images/upload/merchant/profile/96765.png","https://www.wellaroma.com"
"96789","The New England Trading Company","","0.00","0.00","2025-08-05","green","none","0","no","yes","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","null","US","Online retailer of modern coastal decor & gifts. Our signature product, Lobster Rope Doormats, have been best sellers since 2009.
","https://ui.awin.com/images/upload/merchant/profile/96789.png","https://www.thenewenglandtradingcompany.com"
"96937","Salam Hello","0.632911","100.00","0.07","2025-07-24","green","none","51.6399","yes","yes","0","0","0","0","15","Retail & Shopping","Home & Garden","Home & Garden","70","US","Salam Hello is a Moroccan-based rug company that works directly with local women artisans that design and create exquisite one-of-a-kind rugs all while maintaining price transparency.","https://ui.awin.com/images/upload/merchant/profile/96937.png","https://salamhello.com"
"96949","Bare Home","9.71899","95.42","0.33","2025-07-15","green","none","58.6917","yes","yes","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","69","US","


    
     
    
    ","https://ui.awin.com/images/upload/merchant/profile/96949.png","https://www.barehome.com"
"96983","Protocol","5.44369","100.00","0.50","2025-07-30","green","none","56.4938","yes","yes","0","0","0","0","60","Retail & Shopping","Health & Beauty","Health & Beauty","70","US","Protocol Lab makes skincare products built to the highest clinical standards, without compromise. 

Using patented technology developed by aerospace engineers, Protocol is able to deliver the world’s most effective ingredients at full potency","https://ui.awin.com/images/upload/merchant/profile/96983.png","https://protocol-lab.com"
"97019","SuperStar.com","","0.00","0.00","2025-07-29","green","none","0","no","yes","0","0","0","0","30","Retail & Shopping","Sports Equipment","Sports Equipment","76","US","Welcome to Superstar Tickets Partner Program!


The Superstar Tickets team is passionate about our partnerships. Our approach to affiliate marketing is very simple – we seek to create value for you and your members!


We’ve created general","https://ui.awin.com/images/upload/merchant/profile/97019.png","https://superstar.com"
"97051","Therapy Clean","","0.00","0.00","2025-07-30","green","none","0","no","yes","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","null","US","Therapy Clean makes wellness-inspired everyday household cleaning products for your home. Our powerful plant-based formulas yield sparkling results with lasting surface protection that keep your surfaces cleaner longer. Our flagship product, a S",,"https://www.therapyclean.com"
"97109","The Boardsmith","2.15627","100.00","0.81","2025-06-17","green","none","84.571","no","yes","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","22","US","The Boardsmith is a family-owned and operated cutting board and butcher block business based out of Dallas, Texas. Originally founded in 2005, The Boardsmith takes pride in creating what we believe to be the absolute highest quality boards on th","https://ui.awin.com/images/upload/merchant/profile/97109.png","https://theboardsmith.com"
"97139","Blooming Baby","3.79418","100.00","0.27","2025-07-23","green","none","54.8215","no","yes","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","68","US","


    
    
    Blooming Baby Affiliate Program
    ","https://ui.awin.com/images/upload/merchant/profile/97139.png","https://www.mybloomingbaby.com"
"97197","Brandefy","5.92733","100.00","0.38","2025-08-05","green","none","56.9655","no","yes","0","0","0","0","365","Retail & Shopping","Health & Beauty","Health & Beauty","69","US"," About Us

Brandefy partners with world-class chemists, dermatologists and the same manufacturers of the prestige brands you love, to formulate cult favorites without the hefty markup.  The Brandefy affiliate program","https://ui.awin.com/images/upload/merchant/profile/97197.png","https://brandefyskin.com"
"95885","Alabaster Co","1.83332","100.00","0.02","2025-08-05","green","none","52.8357","no","yes","0","0","0","0","15","Retail & Shopping","Home & Garden","Home & Garden","70","US","Alabaster Co is a faith-based publishing company most known for Bibles that look like coffee-table books. All products are available for the affiliate program. Simply apply through Shareasale, spread the word, and earn a comission.","https://ui.awin.com/images/upload/merchant/profile/95885.png","https://www.alabasterco.com"
"95963","SmartWings","5.30284","92.63","0.33","2025-07-15","green","none","53.0189","no","yes","0","0","0","0","7","Retail & Shopping","Home & Garden","Home & Garden","69","US","







","https://ui.awin.com/images/upload/merchant/profile/95963.png","https://www.smartwingshome.com"
"96037","Patriot Health, Inc.","","0.00","0.00","2025-08-05","green","none","0","no","yes","0","0","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","null","US","Patriot Health has been in the discount medical space since 2001 and has helped members across the US significantly reduce their costs of care.

With Patriot Health Dental Savings Plans, members can choose from a variety of plans a","https://ui.awin.com/images/upload/merchant/profile/96037.png","https://www.patriothealth.com"
"96087","F&J USA LLC","0.0382995","100.00","0.00","2025-08-12","green","none","82.372","yes","yes","0","0","0","0","60","Retail & Shopping","Health & Beauty","Health & Beauty","null","US","Promote Dr Botanicals  SkinChemists and earn 15–25% commission. Natural, vegan skincare + luxury, science-led anti-ageing. 30-day cookie, global shipping, creatives  support provided. Join us to grow your earnings with high-converting products.","https://ui.awin.com/images/upload/merchant/profile/96087.png","https://skinchemists.com/"
"96107","LoveDeskMats","","0.00","0.00","2025-08-05","green","none","0","yes","yes","0","0","0","0","90","Retail & Shopping","Home & Garden","Home & Garden","null","US","




","https://ui.awin.com/images/upload/merchant/profile/96107.png","https://www.lovedeskmats.com"
"96151","Gurin Products LLC (santamedical)","20","100.00","0.85","2025-07-30","green","none","61.7515","yes","yes","0","0","0","0","45","Retail & Shopping","Health & Beauty","Health & Beauty","72","US","



	
	
	","https://ui.awin.com/images/upload/merchant/profile/96151.png","https://www.santamedical.com"
"94879","Curio Home Goods","1.39205","100.00","0.40","2025-07-29","green","none","53.0983","no","yes","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","71","US","ABOUT CURIO

Curio is a design-driven home goods brand made to elevate your everyday experience. 

Quality tools designed to display, Curio delivers gorgeous collections built to last with subscription pa","https://ui.awin.com/images/upload/merchant/profile/94879.png","https://curiohomegoods.com/collections/replenish"
"94961","NAIPOCARE.COM","","0.00","0.00","2025-08-12","green","none","0","yes","yes","0","0","0","0","60","Retail & Shopping","Health & Beauty","Health & Beauty","null","US","NAIPO
specializes in health and wellness products, and we are one of the world's leading sellers of massage products. 

 
Packages are shipped from the U.S., which usually takes 7 working days for delivery.

 
Sale Co","https://ui.awin.com/images/upload/merchant/profile/94961.png","https://www.naipocare.com"
"95093","Shakti Warrior","8.84615","68.75","0.40","2025-07-30","green","none","46.4908","yes","yes","0","0","0","0","45","Retail & Shopping","Sports Equipment","Sports Equipment","64","US","Become part of our Shakti Warrior family by applying to our Affiliate program!

As a yoga brand focused and committed to building communities filled with beautiful souls who inspire one another daily, Shakti Warrior wants to connect with all t","https://ui.awin.com/images/upload/merchant/profile/95093.png","https://www.shaktiwarriorshop.com"
"95119","MYEYEBB","","0.00","0.00","2025-07-30","green","none","0","no","yes","0","0","0","0","15","Retail & Shopping","Health & Beauty","Health & Beauty","null","US","MYEYEBB is a group of cosplay and fashion fans who share one thing in common. Our love for getting creative and using great colored contacts for costumes is just part of the story.

We consulted many special effects makeup artists who worked w","https://ui.awin.com/images/upload/merchant/profile/95119.png","https://myeyebb.com/collections/best-sellers?utm_source=affiliate&utm_medium=sas"
"95137","BESTVA","","0.00","0.00","2025-07-30","green","none","0","yes","yes","0","0","0","0","15","Retail & Shopping","Home & Garden","Home & Garden","null","US","We have been one of the top ten plant lamp suppliers in China. We have sold plants for 6 years. We sell them on Amazon eBay and other platforms. We provide overseas warehouse services and arrive in the fastest 2 days. Full spectrum, high PPFD, s","https://ui.awin.com/images/upload/merchant/profile/95137.png","https://www.bestvaled.com"
"95187","Nathan James","1.35581","72.78","0.10","2025-06-23","green","none","56.784","no","yes","0","0","0","0","7","Retail & Shopping","Home & Garden","Home & Garden","57","US","Nathan James is fast growing, digitally native eCommerce home brand that prioritizes three core elements in everything we produce:


1. Design-first furniture and lighting that's on-trend, looks great and you'd want it in your home

2. Use","https://ui.awin.com/images/upload/merchant/profile/95187.png","https://www.nathanjames.com"
"98797","Pure Collagen Co.","11.1111","100.00","3.78","2025-08-04","green","none","62.0444","yes","yes","0","0","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","null","US","Join the Pure Collagen Affiliate Program and earn an impressive 25% commission on every sale you refer (and a plus 10% for the first 90s days joined) !

Our premium product, 100% pure hydrolyzed marine collagen peptides, is sourced sustainably","https://ui.awin.com/images/upload/merchant/profile/98797.png","https://app.box.com/s/pfjnwuusss0bt9pcxnqf35sul7k7yghs"
"98933","Clear Within","0.435269","100.00","0.03","2025-07-24","green","none","51.4384","no","yes","0","0","0","0","7","Retail & Shopping","Health & Beauty","Health & Beauty","70","US","Clear Within is a daily, all-natural, acne supplement that uses 10 simple ingredients to target the root cause of acne while providing your skin with the nutrition it needs. 

While most people immediately think to treat their acne with an OTC","https://ui.awin.com/images/upload/merchant/profile/98933.png","https://clearwithin.com"
"98965","Pyramid Golf","","0.00","0.00","2025-07-29","green","none","0","no","yes","0","0","0","0","30","Retail & Shopping","Sports Equipment","Sports Equipment","null","US","The Pyramid Golf Story
by Matt Stephens, Club Designer
I was introduced to the game of golf by my Dad and Grandpa when I was 4 years old. I’ve had a passion for the game since day one and have been in the golf industry","https://ui.awin.com/images/upload/merchant/profile/98965.png","https://pyramidgolf.com"
"98979","Shanghai Yanyu Culture Co., Ltd.","","0.00","0.00","2025-07-24","green","none","0","yes","yes","0","0","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","null","US","Sporacare Affiliate Program – Promote Healthy Hair from the Root!

Sporacare is a scalp care brand dedicated to nurturing healthy hair from the root. By focusing on the scalp’s natural ecosystem—balancing oils, bacteria, and follicles—we move","https://ui.awin.com/images/upload/merchant/profile/98979.png","https://sporacare.com"
"99111","Studio Tigress","16.9059","100.00","0.84","2025-07-23","green","none","61.7509","yes","yes","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","32","US","Founded in 2022 by me, Sara Fritsch (former longtime President of Schoolhouse Electric), Studio Tigress is a creative venture committed to offering always-beautiful, never-boring products and services that enrich connections.


100% female fo","https://ui.awin.com/images/upload/merchant/profile/99111.png","https://www.studiotigress.com"
"99335","Movement Gyms","3.48325","100.00","0.62","2025-07-24","green","none","54.5455","no","yes","0","0","0","0","30","Retail & Shopping","Sports Equipment","Sports Equipment","71","US","Movement Gyms has 30+ indoor climbing gyms across the U.S. We offer climbing, yoga and fitness classes, programs and memberships. Program Details: 15% Commission Rates*30 Day Cookie DurationAOV: $100+Avg CVR: 3%*Initial transaction only","https://ui.awin.com/images/upload/merchant/profile/99335.png","https://movementgyms.com/first-class-free"
"98255","Q for Quinn Inc.","1.71876","99.28","0.13","2025-08-05","green","none","52.4083","no","no","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","68","US","

  Welcome to the Q for Quinn","https://ui.awin.com/images/upload/merchant/profile/98255.png","https://www.qforquinn.com"
"98277","Twisted Fantasies","8.09307","62.16","1.40","2025-07-29","green","none","42.2063","no","yes","0","0","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","70","US","We are a U.S. based manufacturer of uniquely designed, handmade fantasy dildo's and other adult sex toys.","https://ui.awin.com/images/upload/merchant/profile/98277.png","https://www.twisted-fantasies.com"
"98299","Tulip","1.61258","100.00","0.26","2025-07-23","green","none","52.6386","yes","yes","0","0","0","0","7","Retail & Shopping","Home & Garden","Home & Garden","67","US","~ ABOUT US ~
Tulip is a forward-thinking storage brand that has designed a new way to store your stash.  Our cannabis, CBD and hemp storage solutions are delightfully discreet, odor-controlling, and for those that prefer, beautiful enough ?t","https://ui.awin.com/images/upload/merchant/profile/98299.png","https://www.shoptulip.com"
"98331","Atomic Defense","","0.00","0.00","2025-08-18","green","none","0","yes","yes","0","0","0","0","30","Retail & Shopping|Telco's & Services","Home & Garden|Education Training & Recruitment","Home & Garden","null","US","- Commission off an AOV of over $800 on our site.  That means an average of more than $35 per sale.
- Easy sales with high customer intent since our product literally saves lives.  Highly optimized website speed and conversions, incr","https://ui.awin.com/images/upload/merchant/profile/98331.png","https://atomicdefense.com"
"98333","Dr. Rob's Solutions","","0.00","0.00","2025-08-12","green","none","0","yes","yes","0","0","0","0","90","Retail & Shopping","Health & Beauty","Health & Beauty","null","US","We are providing a 10% commission on sales for my new shopify store.  I am a holistic and scientific provider.  We work to find root causes to treat with diet modifications, lifestyle changes, hormonal balancing, treating toxicity, genetic testi","https://ui.awin.com/images/upload/merchant/profile/98333.png","https://drrobssolutions.myshopify.com"
"98357","CleanForce Technology Inc.","","0.00","0.00","2025-08-05","green","none","0","yes","yes","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","null","US","



	
	
	
	
	","https://ui.awin.com/images/upload/merchant/profile/98357.png","https://cleanforceair.com"
"98367","fête","0.54483","100.00","0.13","2025-07-30","green","none","52.2244","no","yes","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","75","US","fête hosts not only a highly curated assortment of the world’s finest luxury brands in
sterling, china, crystal, and home décor, but also contemporary collections of chic must-
haves for casual living. Our commitment to customer service can be","https://ui.awin.com/images/upload/merchant/profile/98367.png","https://tresbellefete.com"
"98439","Angsko Inc. dba ( FOOTEXPRESS )","","0.00","0.00","2025-08-12","green","none","0","no","no","0","0","0","0","60","Retail & Shopping","Health & Beauty","Health & Beauty","null","US","FootExpress is an online source for foot health products.  We are offering you a 10% commission of every sale generated from your web site.  All you do is fill out the application, direct your patients to your site to order products, and with th",,"https://www.footexpress.com"
"100131","HealthyRXS","42.2192","77.78","0.13","2025-08-05","green","none","84.3464","yes","yes","0","0","0","0","30","Retail & Shopping","Health & Beauty|Pharmaceuticals","Pharmaceuticals","null","US","HealthyRXS is a leading online pharmacy offering merchant-approved, high demand health and wellness products, from pain relief and skincare to supplements and sexual health.","https://ui.awin.com/images/upload/merchant/profile/100131.png","https://healthyrxs.com"
"100203","The Hair Diagram (US)","3.13769","95.67","0.12","2024-08-19","green","none","66.2022","no","no","0","0","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","49","US","Bold Hold Lace Products®(wig glues and accessories) and natural haircare products, The Ashley Marie Collection®, designed for consumer applications and licensed cosmetologists.","https://ui.awin.com/images/upload/merchant/profile/100203.png","https://thehairdiagram.com/"
"100251","Shahbanu Rugs","5","15.00","3.82","2025-07-24","green","none","18.1315","yes","yes","0","0","0","0","15","Retail & Shopping","Home & Garden","Home & Garden","70","US","At Shahbanurugs.com, we offer exceptional quality handmade rugs. Our  expansive hand-knotted rug collections offer diverse interior decor styles,  all backed by outstanding customer service. We offer free shipping to the United States mainland and Canada.","https://ui.awin.com/images/upload/merchant/profile/100251.png","https://www.shahbanurugs.com"
"100411","WRIGHT","4.54545","100.00","9.89","2025-07-30","green","none","57.2008","no","yes","0","0","0","0","45","Retail & Shopping","Home & Garden","Home & Garden","null","US","WRIGHT builds wonderful American-made mattresses and bedding.  

We're offering a commission of 10% on every completed sale for all products on our site.  With an average sales amount of more than $2,000, this should be over $200 in commission","https://ui.awin.com/images/upload/merchant/profile/100411.png","https://www.wrightbedding.com"
"100651","Great Bay Home","14.3478","100.00","0.91","2025-07-24","green","none","61.0914","no","yes","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","71","US","Great Bay Home offers quality, affordable bedding, bath, and home textiles with timeless style. Join our affiliate program to promote products loved for their durability, softness, and value—perfect for any home décor audience","https://ui.awin.com/images/upload/merchant/profile/100651.png","https://www.greatbayhome.com"
"100663","Hazel Park","","0.00","0.00","2025-08-05","green","none","0","no","yes","0","0","0","0","180","Retail & Shopping","Home & Garden","Home & Garden","null","US","Hazel Park is a luxury home decor brand that specializes in 100% American made goods with a fully American supply chain. 
Our ethos is ""Slow Living"" - elevating the everyday and slowing down to appreciate the simple pleasures of life.
Our core","https://ui.awin.com/images/upload/merchant/profile/100663.png","https://www.hazelparkhome.com"
"97271","FOCL | CBD for Wellness","1.95","100.00","0.60","2025-05-27","green","none","53.0105","yes","yes","0","0","0","0","45","Retail & Shopping","Health & Beauty","Health & Beauty","68","US","FOCL offers a range of premium CBD products, Industry-leading payouts, Revshare or CPA, On time payments, Dedicated affiliate manager, Premium products that customers love and you will be proud to promote.
","https://ui.awin.com/images/upload/merchant/profile/97271.png","https://www.focl.com"
"97325","AVYA Skincare","13.0232","100.00","3.11","2025-07-30","green","none","61.3109","yes","yes","0","0","0","0","90","Retail & Shopping","Health & Beauty","Health & Beauty","69","US","ADVANCED SKINCARE PRODUCTS
Our luxurious, high-performance formulas are made with nutrient-rich botanicals that deliver medical-grade efficacy. AVYA uses the best of molecular science to create high-performing products with high-quality ingr","https://ui.awin.com/images/upload/merchant/profile/97325.png","https://www.avyaskincare.com"
"97339","Verve Culture","1.62494","100.00","0.07","2025-07-23","green","none","53.2982","no","yes","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","68","US","CONVERSATION STARTERS WITH AUTHENTICITY

Anthony Boudain took us on a cultural journey through his TV shows. Verve Culture takes you on a journey through its products and the story attached to each. 

We are a sustainable, women's-owned and","https://ui.awin.com/images/upload/merchant/profile/97339.png","https://verveculture.com"
"97361","Hit Balm","0.0434594","100.00","0.00","2025-08-05","green","none","51.7103","yes","yes","0","0","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","71","US","







","https://ui.awin.com/images/upload/merchant/profile/97361.png","https://www.hitbalm.com"
"97439","Olecea Beaute","16.6667","100.00","2.13","2025-08-05","green","none","61.8792","no","yes","0","0","0","0","90","Retail & Shopping","Health & Beauty","Health & Beauty","null","US","Olecea Beaute endeavors to provide luxurious clean beauty with a multicultural approach that captures the ancient wisdom of Asian skincare, healing marine and botanical extracts, with advanced science based skincare actives. We strive to source","https://ui.awin.com/images/upload/merchant/profile/97439.png","https://oleceabeaute.com"
"97571","elyxr","","0.00","0.00","2025-07-30","green","none","0","yes","yes","0","0","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","null","US","","https://ui.awin.com/images/upload/merchant/profile/97571.png","https://www.elyxr.com"
"97605","Woolzies Home Essentials Inc.","4.16991","100.00","0.14","2025-07-29","green","none","55.1839","no","yes","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","69","US","Welcome to the wonderful world of Woolzie, we're super excited to have you in our affiliate program!!

Obsessed with nature since 2011, you'll find Woolzie's all natural products quickly become family favorites and household stapes. Their prod",,"https://woolzies.com"
"97631","Zoe Baby Products","0.347554","100.00","0.17","2025-08-05","green","none","51.3648","no","yes","0","0","0","0","90","Retail & Shopping","Home & Garden","Home & Garden","70","US","","https://ui.awin.com/images/upload/merchant/profile/97631.png","https://zoebaby.com"
"97661","Lefton Home Co. Ltd","8.53475","98.18","1.68","2025-06-25","green","none","62.2183","yes","yes","0","0","0","0","90","Retail & Shopping","Home & Garden","Home & Garden","65","US","Lefton is founded for sustainable living and elegant home spaces. We are committed to creating an illuminated and cozy life style for every customer who decides to experience our products.
Lefton strives to offer every customer bathroom and","https://ui.awin.com/images/upload/merchant/profile/97661.png","https://www.leftonhome.com"
"97693","Motif Beauty (Skincare) ","14.2857","100.00","0.93","2025-07-30","green","none","61.0929","no","yes","0","0","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","75","US","
","https://ui.awin.com/images/upload/merchant/profile/97693.png","https://motifskincare.com"
"97783","Merry Market","0.482635","100.00","0.04","2025-07-29","green","none","75.4865","no","yes","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","38","US","At Merry Market, we make holiday wrapping merry, simple, and oh-so cute with all-in-one wrapping kits that have everything you need.","https://ui.awin.com/images/upload/merchant/profile/97783.png","https://merrymarket.com"
"97795","Maison Blonde","","0.00","0.00","2025-08-12","green","none","0","no","yes","0","0","0","0","90","Retail & Shopping","Home & Garden","Home & Garden","63","US","Maison Blonde is a boutique interior and garden design studio that curates beautiful, thoughtful, and approachable decor for your home. We source timeless and old-world decor pieces from around the world to help you create an authentic interior.","https://ui.awin.com/images/upload/merchant/profile/97795.png","https://www.maisonblonde.com"
"97805","Boram","","0.00","0.00","2025-08-05","green","none","0","no","yes","0","0","0","0","45","Retail & Shopping","Home & Garden","Home & Garden","null","US","About:
Boram is the first US postnatal retreat, located in the Langham NY. Boram provides 24/7 education, and care to new mothers as they transition from the hospital to home with their new family. 

Our Mission: 
The research is",,"https://www.boramcare.com"
"97863","InstaNatural","","0.00","0.00","2025-07-29","green","none","0","no","yes","0","0","0","0","15","Retail & Shopping","Health & Beauty","Health & Beauty","73","US","Since 2013, InstaNatural has leveraged the Power of Vitamin C to create natural skin care that leads to real results. With over 4 million products sold and 30k 5-Star reviews, our brand sets an example of how effective natural beauty products ca","https://ui.awin.com/images/upload/merchant/profile/97863.png","https://instanatural.com"
"97865","ieró Beauty","5.26316","100.00","0.19","2025-08-05","green","none","76.9493","no","yes","0","0","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","null","US","ieró Beauty is a dazzling, high-vibrational beauty and lifestyle brand. We provide a holistic, multi-sensorial experience that nourishes your whole self—not just your skin.
ieró Beauty Formulas:


? Utilize plant-based actives and cryst","https://ui.awin.com/images/upload/merchant/profile/97865.png","https://ierobeauty.com"
"97917","Total Man Coaching Pty Ltd","11.6439","100.00","2.03","2025-07-29","green","none","61.2032","no","yes","0","0","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","70","US","Join the  Total Man Affiliate Team and earn up to 60% commission per sale.

Base commission = 30% per sale

If you are an influencer with a following on 1 channel of:
10,000+ followers = 40% commission per sale
100,000+ followers = 50% com","https://ui.awin.com/images/upload/merchant/profile/97917.png","https://www.totalmanshop.com"
"97937","BOLDE Bottle","3.70818","26.81","0.43","2025-05-27","green","none","53.8169","no","yes","0","0","0","0","45","Retail & Shopping","Sports Equipment","Sports Equipment","24","US","BOLDE BOTTLE

What is BOLDE Bottle?
","https://ui.awin.com/images/upload/merchant/profile/97937.png","https://boldebottle.com"
"98073","CorneaCare Inc","","0.00","0.00","2025-07-23","green","none","0","yes","yes","0","0","0","0","60","Retail & Shopping","Health & Beauty","Health & Beauty","71","US","CorneaCare is a direct-to-consumer eyecare company that provides personalized treatment options for dry eye disease. With its education and community portals, patent-pending technology and proprietary products, CorneaCare delivers a verticall","https://ui.awin.com/images/upload/merchant/profile/98073.png","https://mycorneacare.com"
"98107","Piccalio","5.97309","100.00","0.98","2025-07-15","green","none","57.0714","no","yes","0","0","0","0","90","Retail & Shopping","Home & Garden","Home & Garden","70","US","Piccalio is a part toy, part furniture shop for children with a focus on wooden pieces designed for their imagination and your living space.

Our open-ended toys and furniture help the play emerge from within the child, while natural mat","https://ui.awin.com/images/upload/merchant/profile/98107.png","https://piccalio.com"
